Organism	BioProject	BioSample	Run
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	SRR3511910
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	SRR3511913
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	SRR3511915
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	SRR3511921
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	SRR3511923
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	SRR3511927
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	SRR3511930
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	SRR3511982
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	SRR3511984
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	SRR3511986
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	SRR3511987
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	SRR3511989
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	SRR3511991
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	SRR3511993
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	SRR3511994
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	SRR3511996
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	SRR3511997
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	SRR3511998
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	SRR3511999
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	SRR3512004
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	SRR3512005
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	SRR3512006
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	SRR3512007
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	SRR3512008
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	SRR3512010
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	SRR3511911
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	SRR3511912
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	SRR3511914
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	SRR3511916
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	SRR3511917
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	SRR3511918
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	SRR3511919
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	SRR3511920
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	SRR3511922
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	SRR3511925
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	SRR3511926
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	SRR3511928
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	SRR3511932
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	SRR3511933
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	SRR3511983
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	SRR3511985
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	SRR3511988
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	SRR3511990
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	SRR3511992
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	SRR3511995
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	SRR3512000
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	SRR3512001
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	SRR3512002
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	SRR3512003
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	SRR3512009
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	SRR3512011
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	SRR3511929
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	SRR3511931
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	SRR3511924
