Organism	BioProject	BioSample	Run
Ficedula_albicollis	PRJEB11502	SAMEA3638001	ERR1097507
Ficedula_albicollis	PRJEB11502	SAMEA3638017	ERR1097508
Ficedula_albicollis	PRJEB11502	SAMEA3637999	ERR1097509
Ficedula_albicollis	PRJEB11502	SAMEA3638002	ERR1097510
Ficedula_albicollis	PRJEB11502	SAMEA3638013	ERR1097511
Ficedula_albicollis	PRJEB11502	SAMEA3638012	ERR1097512
Ficedula_albicollis	PRJEB11502	SAMEA3638019	ERR1097513
Ficedula_albicollis	PRJEB11502	SAMEA3638011	ERR1097514
Ficedula_albicollis	PRJEB11502	SAMEA3638020	ERR1097515
Ficedula_albicollis	PRJEB11502	SAMEA3638000	ERR1097516
Ficedula_albicollis	PRJEB11502	SAMEA3638009	ERR1097517
Ficedula_albicollis	PRJEB11502	SAMEA3638008	ERR1097518
Ficedula_albicollis	PRJEB11502	SAMEA3638005	ERR1097519
Ficedula_albicollis	PRJEB11502	SAMEA3637987	ERR1097521
Ficedula_albicollis	PRJEB11502	SAMEA3637998	ERR1097522
Ficedula_albicollis	PRJEB11502	SAMEA3638021	ERR1097523
Ficedula_albicollis	PRJEB11502	SAMEA3637990	ERR1097524
Ficedula_albicollis	PRJEB11502	SAMEA3638016	ERR1097525
Ficedula_albicollis	PRJEB11502	SAMEA3637995	ERR1097526
Ficedula_albicollis	PRJEB11502	SAMEA3638014	ERR1097528
Ficedula_albicollis	PRJEB11502	SAMEA3638003	ERR1097529
Ficedula_albicollis	PRJEB11502	SAMEA3638018	ERR1097530
Ficedula_albicollis	PRJEB11502	SAMEA3638004	ERR1097531
Ficedula_albicollis	PRJEB11502	SAMEA3637993	ERR1097534
Ficedula_albicollis	PRJEB11502	SAMEA3637992	ERR1097535
Ficedula_albicollis	PRJEB11502	SAMEA3637997	ERR1097536
Ficedula_albicollis	PRJEB11502	SAMEA3637996	ERR1097537
Ficedula_albicollis	PRJEB11502	SAMEA3637988	ERR1097538
Ficedula_albicollis	PRJEB11502	SAMEA3637991	ERR1097539
Ficedula_albicollis	PRJEB11502	SAMEA3637994	ERR1097540
Ficedula_albicollis	PRJEB11502	SAMEA3638027	ERR1097541
Ficedula_albicollis	PRJEB11502	SAMEA3638040	ERR1097542
Ficedula_albicollis	PRJEB11502	SAMEA3638057	ERR1097543
Ficedula_albicollis	PRJEB11502	SAMEA3638023	ERR1097544
Ficedula_albicollis	PRJEB11502	SAMEA3638063	ERR1097545
Ficedula_albicollis	PRJEB11502	SAMEA3638048	ERR1097547
Ficedula_albicollis	PRJEB11502	SAMEA3638053	ERR1097548
Ficedula_albicollis	PRJEB11502	SAMEA3638059	ERR1097549
Ficedula_albicollis	PRJEB11502	SAMEA3638067	ERR1097550
Ficedula_albicollis	PRJEB11502	SAMEA3638024	ERR1097552
Ficedula_albicollis	PRJEB11502	SAMEA3638038	ERR1097554
Ficedula_albicollis	PRJEB11502	SAMEA3638031	ERR1097555
Ficedula_albicollis	PRJEB11502	SAMEA3638045	ERR1097557
Ficedula_albicollis	PRJEB11502	SAMEA3638025	ERR1097558
Ficedula_albicollis	PRJEB11502	SAMEA3638054	ERR1097559
Ficedula_albicollis	PRJEB11502	SAMEA3638041	ERR1097560
Ficedula_albicollis	PRJEB11502	SAMEA3638033	ERR1097561
Ficedula_albicollis	PRJEB11502	SAMEA3638039	ERR1097562
Ficedula_albicollis	PRJEB11502	SAMEA3638037	ERR1097563
Ficedula_albicollis	PRJEB11502	SAMEA3638058	ERR1097564
Ficedula_albicollis	PRJEB11502	SAMEA3638032	ERR1097565
Ficedula_albicollis	PRJEB11502	SAMEA3638034	ERR1097566
Ficedula_albicollis	PRJEB11502	SAMEA3638029	ERR1097567
Ficedula_albicollis	PRJEB11502	SAMEA3638062	ERR1097568
Ficedula_albicollis	PRJEB11502	SAMEA3638066	ERR1097569
Ficedula_albicollis	PRJEB11502	SAMEA3638035	ERR1097572
Ficedula_albicollis	PRJEB11502	SAMEA3638044	ERR1097573
Ficedula_albicollis	PRJEB11502	SAMEA3638051	ERR1097574
Ficedula_albicollis	PRJEB11502	SAMEA3638046	ERR1097575
Ficedula_albicollis	PRJEB11502	SAMEA3638055	ERR1097576
Ficedula_albicollis	PRJEB11502	SAMEA3638026	ERR1097577
Ficedula_albicollis	PRJEB11502	SAMEA3638060	ERR1097578
Ficedula_albicollis	PRJEB11502	SAMEA3638022	ERR1097579
Ficedula_albicollis	PRJEB11502	SAMEA3638061	ERR1097580
Ficedula_albicollis	PRJEB11502	SAMEA3638050	ERR1097581
Ficedula_albicollis	PRJEB11502	SAMEA3638043	ERR1097582
Ficedula_albicollis	PRJEB11502	SAMEA3638028	ERR1097583
Ficedula_albicollis	PRJEB11502	SAMEA3638047	ERR1097584
Ficedula_albicollis	PRJEB11502	SAMEA3638036	ERR1097585
Ficedula_albicollis	PRJEB11502	SAMEA3638042	ERR1097586
Ficedula_albicollis	PRJEB11502	SAMEA104327785	ERR2146872
Ficedula_albicollis	PRJEB11502	SAMEA104327787	ERR2146874
Ficedula_albicollis	PRJEB11502	SAMEA104327789	ERR2146876
Ficedula_albicollis	PRJEB11502	SAMEA104327786	ERR2146873
Ficedula_albicollis	PRJEB11502	SAMEA104327788	ERR2146875
Ficedula_albicollis	PRJEB11502	SAMEA3638065	ERR1097556
Ficedula_albicollis	PRJEB11502	SAMEA3638007	ERR1097532
Ficedula_albicollis	PRJEB11502	SAMEA3638064	ERR1097551
Ficedula_albicollis	PRJEB11502	SAMEA3638030	ERR1097553
Ficedula_albicollis	PRJEB11502	SAMEA3638015	ERR1097506
Ficedula_albicollis	PRJEB11502	SAMEA3637989	ERR1097533
Ficedula_albicollis	PRJEB11502	SAMEA3638006	ERR1097527
Ficedula_albicollis	PRJEB11502	SAMEA3638052	ERR1097571
Ficedula_albicollis	PRJEB11502	SAMEA3638056	ERR1097570
Ficedula_albicollis	PRJEB11502	SAMEA3638010	ERR1097520
Ficedula_albicollis	PRJEB11502	SAMEA3638049	ERR1097546
